sequence	VoyageID	Lat	LatType	Lon	LonType	Day	Month	Year	SpeciesName	Number_Whales	Vessel1	Vessel2	Ocean	Basin	DegLat	MinLat	NS	DegLong	MinLong	EW	PosType	Wording	Remarks
151	AV04420	-36.917	L	-25.783	L	8	12	1850	Right	1			Atlantic	South Atlantic	36	55	S	25	47	W	L:L		
4422	AV04420	-36.333	L	-25.600	L	15	12	1850	Right	1			Atlantic	South Atlantic	36	20	S	25	36	W	L:L		
277	AV04420	-37.967	L	-10.967	L	31	12	1850	Right	1			Atlantic	South Atlantic	37	58	S	10	58	W	L:L		
1023	AV04420	-40.667	L	-8.500	L	10	1	1851	Right	1			Atlantic	South Atlantic	40	40	S	8	30	W	L:L		
1025	AV04420	-37.000	L	-12.500	L	22	1	1851	Right	1			Atlantic	South Atlantic	37	0	S	12	30	W	L:L		
16114	AV04420	-37.120	I	-12.290	I	23	1	1851	Right	2			Atlantic	South Atlantic							I:I	Tristan d'Acunha bearing SE, 30 miles	
9145	AV04420	-38.833	L	-38.000	L	18	2	1851	Sperm	1			Atlantic	South Atlantic	38	50	S	38	0	W	L:L		
11335	AV04420	-38.833	L	-41.000	L	25	2	1851	Sperm	1			Atlantic	South Atlantic	38	50	S	41	0	W	L:L		
12465	AV04420	36.217	L	-33.500	L	13	6	1851	Sperm	1			Atlantic	North Atlantic	36	13	N	33	30	W	L:L		
12243	AV04420	-9.250	L	-32.667	L	1	10	1851	Sperm	1			Atlantic	South Atlantic	9	15	S	32	40	W	L:L		
9604	AV04420	-35.417	L	-24.000	L	1	11	1851	Sperm	3			Atlantic	South Atlantic	35	25	S	24	0	W	L:L		
5405	AV04420	-36.300	L	-24.400	L	12	11	1851	Right	1			Atlantic	South Atlantic	36	18	S	24	24	W	L:L		
3987	AV04420	-36.700	L	-25.867	L	29	11	1851	Right	1			Atlantic	South Atlantic	36	42	S	25	52	W	L:L		
789	AV04420	-36.500	L	-19.717	L	19	12	1851	Right	1			Atlantic	South Atlantic	36	30	S	19	43	W	L:L		
11704	AV04420	-37.167	L	-18.250	L	22	12	1851	Sperm	1			Atlantic	South Atlantic	37	10	S	18	15	W	L:L		
16121	AV04420	-37.120	I	-12.290	I	18	1	1852	Right	1			Atlantic	South Atlantic							I:I	Tristan d'Acunha bearing SE, 20 miles	
10977	AV04423	-39.767	L	-50.600	L	17	2	1860	Sperm	1			Atlantic	South Atlantic	39	46	S	50	36	W	L:L		
10324	AV04423	-40.217	L	-48.167	L	26	2	1860	Sperm	1			Atlantic	South Atlantic	40	13	S	48	10	W	L:L		
2207	AV04423	-43.967	L	-59.983	L	21	3	1860	Right	1			Atlantic	South Atlantic	43	58	S	59	59	W	L:L		
2211	AV04423	-45.817	L	-60.800	L	29	3	1860	Right	1			Atlantic	South Atlantic	45	49	S	60	48	W	L:L		
2212	AV04423	-45.783	L	0.000		1	4	1860	Right	1			Atlantic	South Atlantic	45	47	S				L:NA		
3186	AV04423	-45.783	L	0.000		3	4	1860	Right	1			Atlantic	South Atlantic	45	47	S				L:NA		
3187	AV04423	-45.317	L	-60.717	L	23	4	1860	Right	1			Atlantic	South Atlantic	45	19	S	60	43	W	L:L		
2904	AV04423	-40.150	L	-57.217	L	15	5	1860	Right	1			Atlantic	South Atlantic	40	9	S	57	13	W	L:L		
3340	AV04423	-40.667	L	-57.567	L	18	5	1860	Right	1			Atlantic	South Atlantic	40	40	S	57	34	W	L:L		
11793	AV04427	39.633	L	-38.917	L	10	8	1875	Sperm	1			Atlantic	North Atlantic	39	38	N	38	55	W	L:L		
10745	AV04427	38.467	L	-35.000	L	29	8	1875	Sperm	1			Atlantic	North Atlantic	38	28	N	35	0	W	L:L		
13836	AV04427	38.580	I	-28.720	I	9	9	1875	Sperm	1			Atlantic	North Atlantic							I:I	Fayal bearing SW. 20 miles	
15998	AV04427	38.720	I	-27.210	I	3	10	1875	Sperm	1			Atlantic	North Atlantic							I:I	Terceira bearing SW, 12 miles	
9087	AV04427	-12.500	L	-81.167	L	7	2	1876	Sperm	1			Pacific	South Pacific	12	30	S	81	10	W	L:L		
11430	AV04427	-4.667	L	-111.000	L	11	4	1876	Sperm	1			Pacific	South Pacific	4	40	S	111	0	W	L:L		
11559	AV04427	-4.833	L	-110.500	L	5	5	1876	Sperm	1			Pacific	South Pacific	4	50	S	110	30	W	L:L		
11922	AV04427	-4.833	L	-111.000	L	6	5	1876	Sperm	1			Pacific	South Pacific	4	50	S	111	0	W	L:L		
8562	AV04427	-4.250	L	-111.300	L	11	5	1876	Sperm	3			Pacific	South Pacific	4	15	S	111	18	W	L:L		
9940	AV04427	-4.833	L	-111.333	L	16	5	1876	Sperm	1			Pacific	South Pacific	4	50	S	111	20	W	L:L		
11927	AV04427	-4.583	L	-110.583	L	25	5	1876	Sperm	5			Pacific	South Pacific	4	35	S	110	35	W	L:L		
9417	AV04427	-4.750	L	-110.717	L	8	6	1876	Sperm	3	JP West		Pacific	South Pacific	4	45	S	110	43	W	L:L		
12338	AV04427	-5.033	L	-111.250	L	4	7	1876	Sperm	1			Pacific	South Pacific	5	2	S	111	15	W	L:L		
11442	AV04427	-5.000	L	-111.467	L	13	7	1876	Sperm	1			Pacific	South Pacific	5	0	S	111	28	W	L:L		
12049	AV04427	-5.000	L	-111.150	L	3	8	1876	Sperm	1			Pacific	South Pacific	5	0	S	111	9	W	L:L		
11807	AV04427	-4.833	L	-110.500	L	2	9	1876	Sperm	2			Pacific	South Pacific	4	50	S	110	30	W	L:L		
12416	AV04427	-5.167	L	-110.833	L	10	9	1876	Sperm	2			Pacific	South Pacific	5	10	S	110	50	W	L:L		
12256	AV04427	-4.533	L	-111.367	L	18	4	1877	Sperm	1			Pacific	South Pacific	4	32	S	111	22	W	L:L		
9018	AV04427	-4.783	L	-111.217	L	23	4	1877	Sperm	1			Pacific	South Pacific	4	47	S	111	13	W	L:L		
8047	AV04427	-5.017	L	-112.133	L	28	5	1877	Sperm	2			Pacific	South Pacific	5	1	S	112	8	W	L:L		
9573	AV04427	-4.500	L	-112.200	L	10	6	1877	Sperm	1			Pacific	South Pacific	4	30	S	112	12	W	L:L		
11447	AV04427	-4.583	L	-112.583	L	11	6	1877	Sperm	1			Pacific	South Pacific	4	35	S	112	35	W	L:L		
5251	AV04427	-4.333	L	-112.417	L	12	7	1877	Sperm	2			Pacific	South Pacific	4	20	S	112	25	W	L:L		
10719	AV04427	-5.167	L	-113.783	L	31	8	1877	Sperm	2			Pacific	South Pacific	5	10	S	113	47	W	L:L		
8533	AV04427	-4.833	L	-114.500	L	8	9	1877	Sperm	2			Pacific	South Pacific	4	50	S	114	30	W	L:L		
11693	AV04427	-4.667	L	-114.750	L	9	9	1877	Sperm	2			Pacific	South Pacific	4	40	S	114	45	W	L:L		
10722	AV04427	-4.867	L	-114.583	L	24	9	1877	Sperm	5			Pacific	South Pacific	4	52	S	114	35	W	L:L		
11695	AV04427	3.000	L	-96.000	L	16	10	1877	Sperm	1			Pacific	North Pacific	3	0	N	96	0	W	L:L		
11453	AV04427	-4.833	L	-83.583	L	5	11	1877	Sperm	2			Pacific	South Pacific	4	50	S	83	35	W	L:L		
8538	AV04427	-5.333	L	-103.333	L	24	12	1877	Sperm	2			Pacific	South Pacific	5	20	S	103	20	W	L:L		
10726	AV04427	-4.750	L	-103.500	L	28	12	1877	Sperm	1			Pacific	South Pacific	4	45	S	103	30	W	L:L		
5260	AV04427	-4.717	L	-112.167	L	27	1	1878	Sperm	2			Pacific	South Pacific	4	43	S	112	10	W	L:L		
10364	AV04427	-4.383	L	-114.833	L	22	2	1878	Sperm	2			Pacific	South Pacific	4	23	S	114	50	W	L:L		
11458	AV04427	-5.000	L	-103.400	L	21	9	1878	Sperm	1			Pacific	South Pacific	5	0	S	103	24	W	L:L		
11095	AV04427	-4.750	L	-103.667	L	28	9	1878	Sperm	1			Pacific	South Pacific	4	45	S	103	40	W	L:L		
8544	AV04427	-4.417	L	-111.667	L	6	11	1878	Sperm	1			Pacific	South Pacific	4	25	S	111	40	W	L:L		
8545	AV04427	-37.600	L	-80.833	L	9	1	1879	Sperm	1			Pacific	South Pacific	37	36	S	80	50	W	L:L		
14588	AV04427	0.000	I	0.000	I	20	2	1879	Sperm	1			Pacific	South Pacific							I:I	Masafuero bearing S, 30 miles	
14595	AV04427	0.000	I	0.000	I	22	2	1879	Sperm	1			Pacific	South Pacific							I:I	off Masafuero	
10371	AV04427	0.317	L	-35.667	L	22	6	1879	Sperm	5			Atlantic	North Atlantic	0	19	N	35	40	W	L:L		
6232	AV04446	30.933	L	-76.000	L	11	10	1879	Sperm	1			Atlantic	North Atlantic	30	56	N	76	0	W	L:L		Probably Sperm
6233	AV04446	31.150	L	-77.150	L	13	10	1879	Sperm	1			Atlantic	North Atlantic	31	9	N	77	9	W	L:L		
6234	AV04446	31.533	L	-77.017	L	21	10	1879	Sperm	1			Atlantic	North Atlantic	31	32	N	77	1	W	L:L		
6235	AV04446	30.533	L	-76.500	L	31	10	1879	Sperm	1			Atlantic	North Atlantic	30	32	N	76	30	W	L:L		
6236	AV04446	30.600	L	-76.783	L	12	11	1879	Sperm	1			Atlantic	North Atlantic	30	36	N	76	47	W	L:L		
6237	AV04446	30.083	L	-75.950	L	24	11	1879	Sperm	7			Atlantic	North Atlantic	30	5	N	75	57	W	L:L		
2958	AV04446	29.683	L	-75.900	L	29	11	1879	Sperm	1			Atlantic	North Atlantic	29	41	N	75	54	W	L:L		Found Dead
2959	AV04446	30.300	L	-76.317	L	8	12	1879	Sperm	3			Atlantic	North Atlantic	30	18	N	76	19	W	L:L		
6240	AV04446	30.717	L	-74.917	L	13	12	1879	Sperm	1			Atlantic	North Atlantic	30	43	N	74	55	W	L:L		
13098	AV04446	31.240	I	-81.500	I	15	2	1880	Right	1			Atlantic	North Atlantic							I:I	Off Brunswick, Ga.	
6242	AV04446	30.733	L	-76.950	L	2	5	1880	Sperm	2			Atlantic	North Atlantic	30	44	N	76	57	W	L:L		Probably Sperm
5150	AV04446	30.867	L	-77.067	L	8	5	1880	Sperm	1			Atlantic	North Atlantic	30	52	N	77	4	W	L:L		
9524	AV04446	30.417	L	-74.650	L	9	6	1880	Sperm	1			Atlantic	North Atlantic	30	25	N	74	39	W	L:L		
11712	AV04446	30.467	L	-74.667	L	16	7	1880	Sperm	2			Atlantic	North Atlantic	30	28	N	74	40	W	L:L		
9526	AV04446	30.133	L	-73.283	L	18	7	1880	Sperm	2			Atlantic	North Atlantic	30	8	N	73	17	W	L:L		
8434	AV04446	29.833	L	-74.650	L	2	8	1880	Sperm	2			Atlantic	North Atlantic	29	50	N	74	39	W	L:L		
8435	AV04446	30.433	L	-74.050	L	15	8	1880	Sperm	1			Atlantic	North Atlantic	30	26	N	74	3	W	L:L		
9529	AV04446	30.133	L	-73.350	L	20	8	1880	Sperm	4			Atlantic	North Atlantic	30	8	N	73	21	W	L:L		
9530	AV04446	30.400	L	-74.617	L	27	10	1880	Sperm	2			Atlantic	North Atlantic	30	24	N	74	37	W	L:L		
8438	AV04446	30.033	L	-74.817	L	30	10	1880	Sperm	3			Atlantic	North Atlantic	30	2	N	74	49	W	L:L		
9532	AV04446	30.133	L	-75.000	L	1	11	1880	Sperm	1			Atlantic	North Atlantic	30	8	N	75	0	W	L:L		
11720	AV04446	31.083	L	-74.317	L	5	11	1880	Sperm	1			Atlantic	North Atlantic	31	5	N	74	19	W	L:L		
9534	AV04446	30.650	L	-75.017	L	8	11	1880	Sperm	2			Atlantic	North Atlantic	30	39	N	75	1	W	L:L		
10629	AV04446	30.650	L	-75.017	L	18	11	1880	Sperm	2			Atlantic	North Atlantic	30	39	N	75	1	W	L:L		
5163	AV04446	30.900	L	-76.317	L	2	5	1881	Sperm	2			Atlantic	North Atlantic	30	54	N	76	19	W	L:L		
8444	AV04446	31.083	L	-76.633	L	12	5	1881	Sperm	1			Atlantic	North Atlantic	31	5	N	76	38	W	L:L		
9538	AV04446	32.633	L	-75.817	L	2	8	1881	Sperm	1			Atlantic	North Atlantic	32	38	N	75	49	W	L:L		
9175	AV04447	30.333	L	-76.667	L	18	10	1881	Sperm	2			Atlantic	North Atlantic	30	20	N	76	40	W	L:L		Probably Sperm
12296	AV04447	30.167	L	-75.750	L	2	11	1881	Sperm	1			Atlantic	North Atlantic	30	10	N	75	45	W	L:L		
8448	AV04447	36.333	L	-74.367	L	3	12	1881	Sperm	1			Atlantic	North Atlantic	36	20	N	74	22	W	L:L		
9542	AV04447	37.100	L	-73.733	L	5	12	1881	Sperm	1			Atlantic	North Atlantic	37	6	N	73	44	W	L:L		
9543	AV04448	29.667	L	-50.667	L	6	7	1882	Sperm	1			Atlantic	North Atlantic	29	40	N	50	40	W	L:L		Probably Sperm
6264	AV04448	30.400	L	-50.767	L	23	7	1882	Sperm	1			Atlantic	North Atlantic	30	24	N	50	46	W	L:L		
5901	AV04448	31.550	L	-51.400	L	26	8	1882	Sperm	1			Atlantic	North Atlantic	31	33	N	51	24	W	L:L		
9182	AV04448	31.383	L	-50.900	L	27	8	1882	Sperm	1			Atlantic	North Atlantic	31	23	N	50	54	W	L:L		
8454	AV04448	31.550	L	-53.133	L	6	9	1882	Sperm	2			Atlantic	North Atlantic	31	33	N	53	8	W	L:L		
9548	AV04448	31.867	L	-73.817	L	20	10	1882	Sperm	1			Atlantic	North Atlantic	31	52	N	73	49	W	L:L		Probably Sperm
3631	AV04448	32.183	L	-73.750	L	21	10	1882	Sperm	1			Atlantic	North Atlantic	32	11	N	73	45	W	L:L		
3632	AV04448	30.583	L	-74.833	L	29	10	1882	Sperm	1			Atlantic	North Atlantic	30	35	N	74	50	W	L:L		
3633	AV04448	30.367	L	-76.250	L	11	11	1882	Sperm	1			Atlantic	North Atlantic	30	22	N	76	15	W	L:L		
3634	AV04448	30.333	L	-76.667	L	27	11	1882	Sperm	1			Atlantic	North Atlantic	30	20	N	76	40	W	L:L		
6915	AV04448	31.000	L	-75.000	L	25	2	1883	Sperm	1			Atlantic	North Atlantic	31	0	N	75	0	W	L:L		
3636	AV04448	14.833	L	-45.083	L	21	4	1883	Sperm	4			Atlantic	North Atlantic	14	50	N	45	5	W	L:L		
6917	AV04448	14.767	L	-44.683	L	7	5	1883	Sperm	1			Atlantic	North Atlantic	14	46	N	44	41	W	L:L		
3638	AV04448	36.983	L	-72.133	L	22	7	1883	Sperm	1			Atlantic	North Atlantic	36	59	N	72	8	W	L:L		
3639	AV04448	31.700	L	-71.067	L	5	8	1883	Sperm	1			Atlantic	North Atlantic	31	42	N	71	4	W	L:L		
3640	AV04448	30.433	L	-74.500	L	15	8	1883	Sperm	1			Atlantic	North Atlantic	30	26	N	74	30	W	L:L		
6921	AV04448	30.450	L	-74.500	L	18	8	1883	Sperm	2			Atlantic	North Atlantic	30	27	N	74	30	W	L:L		
3642	AV04448	30.800	L	-75.500	L	3	9	1883	Sperm	3			Atlantic	North Atlantic	30	48	N	75	30	W	L:L		2 cows & a calf
3643	AV04449	37.100	L	-73.267	L	14	10	1883	Sperm	1			Atlantic	North Atlantic	37	6	N	73	16	W	L:L		Probably Sperm
3644	AV04449	31.500	L	-75.767	L	29	10	1883	Sperm	3			Atlantic	North Atlantic	31	30	N	75	46	W	L:L		
3645	AV04449	30.500	L	-74.600	L	11	11	1883	Sperm	1			Atlantic	North Atlantic	30	30	N	74	36	W	L:L		
6926	AV04449	30.217	L	-74.133	L	12	11	1883	Sperm	1			Atlantic	North Atlantic	30	13	N	74	8	W	L:L		
6927	AV04449	30.217	L	-74.133	L	16	11	1883	Sperm	3			Atlantic	North Atlantic	30	13	N	74	8	W	L:L		approx do.
3648	AV04449	31.200	L	-75.717	L	24	11	1883	Sperm	1			Atlantic	North Atlantic	31	12	N	75	43	W	L:L		
369	AV04449	31.083	L	-74.983	L	5	12	1883	Sperm	1			Atlantic	North Atlantic	31	5	N	74	59	W	L:L		
3650	AV04449	29.867	L	-75.500	L	13	12	1883	Sperm	1			Atlantic	North Atlantic	29	52	N	75	30	W	L:L		
10736	AV04456	-2.200	L	-130.500	L	11	4	1844	Sperm	2			Pacific	South Pacific	2	12	S	130	30	W	L:L		
8186	AV04456	-2.283	L	-135.500	L	16	4	1844	Sperm	1			Pacific	South Pacific	2	17	S	135	30	W	L:L		
8187	AV04456	-3.500	L	-143.167	L	23	4	1844	Sperm	1			Pacific	South Pacific	3	30	S	143	10	W	L:L		
11836	AV04456	-2.333	L	-143.000	L	25	4	1844	Sperm	2			Pacific	South Pacific	2	20	S	143	0	W	L:L		
12281	AV04456	-3.500	L	-164.667	L	9	5	1844	Sperm	2			Pacific	South Pacific	3	30	S	164	40	W	L:L		
12080	AV04456	-4.000	L	-163.333	L	10	5	1844	Sperm	2			Pacific	South Pacific	4	0	S	163	20	W	L:L		
11839	AV04456	-4.500	L	-163.500	L	18	5	1844	Sperm	1			Pacific	South Pacific	4	30	S	163	30	W	L:L		
9653	AV04456	-4.000	L	-162.500	L	27	5	1844	Sperm	1			Pacific	South Pacific	4	0	S	162	30	W	L:L		
8601	AV04456	-4.700	L	-164.500	L	11	6	1844	Sperm	2			Pacific	South Pacific	4	42	S	164	30	W	L:L		
10381	AV04456	-4.333	L	-165.417	L	15	6	1844	Sperm	1			Pacific	South Pacific	4	20	S	165	25	W	L:L		
13874	AV04456	-18.000	I	178.000	I	11	8	1844	Sperm	1			Pacific	South Pacific							I:I	Tackanova Reef, Fijis	
10747	AV04456	0.333	L	173.500	L	21	9	1844	Sperm	2			Pacific	North Pacific	0	20	N	173	30	E	L:L		
8561	AV04456	0.333	L	173.000	L	25	9	1844	Sperm	1			Pacific	North Pacific	0	20	N	173	0	E	L:L		
5282	AV04456	0.333	L	172.967	L	28	9	1844	Sperm	1			Pacific	North Pacific	0	20	N	172	58	E	L:L		
5283	AV04456	0.433	L	173.833	L	19	10	1844	Sperm	2			Pacific	North Pacific	0	26	N	173	50	E	L:L		
5284	AV04456	0.433	L	174.333	L	9	11	1844	Sperm	1			Pacific	North Pacific	0	26	N	174	20	E	L:L		
11240	AV04456	0.367	L	173.000	L	15	11	1844	Sperm	2			Pacific	North Pacific	0	22	N	173	0	E	L:L		
12213	AV04456	0.367	L	173.000	L	16	11	1844	Sperm	1			Pacific	North Pacific	0	22	N	173	0	E	L:L		
10755	AV04456	0.400	L	176.000	L	20	11	1844	Sperm	5			Pacific	North Pacific	0	24	N	176	0	E	L:L		
4195	AV04456	0.433	L	0.000		27	12	1844	Sperm	4			Pacific	North Pacific	0	26	N				L:NA		
2009	AV04456	-2.667	L	0.000		4	1	1845	Sperm	1			Pacific	South Pacific	2	40	S				L:NA		
5290	AV04456	-2.450	L	-178.000	L	23	1	1845	Sperm	1			Pacific	South Pacific	2	27	S	178	0	W	L:L		
8571	AV04456	-3.667	L	0.000		28	1	1845	Sperm	1			Pacific	South Pacific	3	40	S	180			L:NA		
7479	AV04456	-1.583	L	168.000	L	1	3	1845	Sperm	2			Pacific	South Pacific	1	35	S	168	0	E	L:L		
8573	AV04456	1.500	L	165.000	L	9	3	1845	Sperm	1			Pacific	North Pacific	1	30	N	165	0	E	L:L		
8574	AV04456	12.500	L	145.000	L	14	4	1845	Sperm	1			Pacific	North Pacific	12	30	N	145	0	E	L:L		
8575	AV04456	27.883	L	139.250	L	28	4	1845	Sperm	1			Pacific	North Pacific	27	53	N	139	15	E	L:L		
7483	AV04456	27.117	L	130.200	L	26	5	1845	Sperm	1			Pacific	North Pacific	27	7	N	130	12	E	L:L		
7484	AV04456	28.500	L	135.000	L	5	6	1845	Sperm	1			Pacific	North Pacific	28	30	N	135	0	E	L:L		
9672	AV04456	28.333	L	135.000	L	9	6	1845	Sperm	1			Pacific	North Pacific	28	20	N	135	0	E	L:L		
6393	AV04456	28.333	L	135.000	L	10	6	1845	Sperm	1			Pacific	North Pacific	28	20	N	135	0	E	L:L		
9674	AV04456	30.000	L	135.000	L	16	6	1845	Sperm	2			Pacific	North Pacific	30	0	N	135	0	E	L:L		
9675	AV04456	31.167	L	140.000	L	12	7	1845	Sperm	1			Pacific	North Pacific	31	10	N	140	0	E	L:L		
7489	AV04456	0.333	L	173.667	L	16	9	1845	Sperm	1			Pacific	North Pacific	0	20	N	173	40	E	L:L		
8583	AV04456	0.367	L	173.000	L	17	9	1845	Sperm	1			Pacific	North Pacific	0	22	N	173	0	E	L:L		
7491	AV04456	0.367	L	173.000	L	18	9	1845	Sperm	2			Pacific	North Pacific	0	22	N	173	0	E	L:L		
8585	AV04456	0.033	L	172.750	L	24	9	1845	Sperm	3			Pacific	North Pacific	0	2	N	172	45	E	L:L		
11626	AV04456	0.333	L	173.750	L	26	9	1845	Sperm	3			Pacific	North Pacific	0	20	N	173	45	E	L:L		
10775	AV04456	0.750	L	173.750	L	2	10	1845	Sperm	2			Pacific	North Pacific	0	45	N	173	45	E	L:L		
9682	AV04456	0.750	L	173.750	L	3	10	1845	Sperm	1			Pacific	North Pacific	0	45	N	173	45	E	L:L		
9683	AV04456	0.483	L	174.000	L	8	11	1845	Sperm	2			Pacific	North Pacific	0	29	N	174	0	E	L:L		
9684	AV04456	0.000		0.000		9	11	1845	Sperm	1			Pacific	North Pacific							NA:NA	Simpsons I.	
6405	AV04456	-2.367	L	168.000	L	12	12	1845	Sperm	1			Pacific	South Pacific	2	22	S	168	0	E	L:L		
9686	AV04456	-2.100	L	168.117	L	14	12	1845	Sperm	1			Pacific	South Pacific	2	6	S	168	7	E	L:L		
7500	AV04456	-2.333	L	168.333	L	15	12	1845	Sperm	3			Pacific	South Pacific	2	20	S	168	20	E	L:L		
11632	AV04456	26.683	L	131.467	L	4	5	1846	Sperm	1			Pacific	North Pacific	26	41	N	131	28	E	L:L		
8596	AV04456	26.800	L	131.467	L	5	5	1846	Sperm	1			Pacific	North Pacific	26	48	N	131	28	E	L:L		
7503	AV04456	29.983	L	146.000	L	4	7	1846	Sperm	3			Pacific	North Pacific	29	59	N	146	0	E	L:L		
7504	AV04456	30.000	L	154.000	L	28	7	1846	Sperm	3			Pacific	North Pacific	30	0	N	154	0	E	L:L		
8598	AV04456	30.667	L	176.500	L	30	9	1846	Sperm	1			Pacific	North Pacific	30	40	N	176	30	E	L:L		
8599	AV04456	-31.000	L	0.000		30	11	1846	Sperm	1			Pacific	South Pacific	31	0	S	180			L:NA		
7438	AV04483	33.500	L	-25.383	L	26	8	1841	Sperm	1			Atlantic	North Atlantic	33	30	N	25	23	W	L:L		
7439	AV04483	-17.750	L	-36.333	L	6	10	1841	Sperm	1			Atlantic	South Atlantic	17	45	S	36	20	W	L:L		
10720	AV04483	-17.850	L	-36.867	L	7	10	1841	Sperm	1			Atlantic	South Atlantic	17	51	S	36	52	W	L:L		calf
7441	AV04483	-17.783	L	-36.683	L	8	10	1841	Sperm	1			Atlantic	South Atlantic	17	47	S	36	41	W	L:L		found dead
4162	AV04483	-18.000	L	-36.667	L	17	10	1841	Sperm	1			Atlantic	South Atlantic	18	0	S	36	40	W	L:L		
783	AV04483	-36.567	L	-17.983	L	6	1	1842	Right	1			Atlantic	South Atlantic	36	34	S	17	59	W	L:L		
10724	AV04483	-32.400	L	-3.500	L	18	1	1842	Sperm	2			Atlantic	South Atlantic	32	24	S	3	30	W	L:L		
4165	AV04483	-24.933	L	48.067	L	24	2	1842	Sperm	1			Indian	Indian	24	56	S	48	4	E	L:L		
4166	AV04483	-25.133	L	48.167	L	2	3	1842	Sperm	1			Indian	Indian	25	8	S	48	10	E	L:L		
4167	AV04483	-24.800	L	110.800	L	26	4	1842	Sperm	1			Indian	Indian	24	48	S	110	48	E	L:L		
4168	AV04483	-23.000	L	107.333	L	10	5	1842	Sperm	2			Indian	Indian	23	0	S	107	20	E	L:L		
10365	AV04483	-22.883	L	109.500	L	7	6	1842	Sperm	2			Indian	Indian	22	53	S	109	30	E	L:L		
10730	AV04483	-23.617	L	110.500	L	9	6	1842	Sperm	1			Indian	Indian	23	37	S	110	30	E	L:L		
2249	AV04483	-33.917	L	65.683	L	2	10	1842	Right	1			Indian	Indian	33	55	S	65	41	E	L:L		
4801	AV04483	-34.583	L	65.333	L	16	10	1842	Right	1			Indian	Indian	34	35	S	65	20	E	L:L		prob right
1158	AV04483	-34.017	L	65.000	L	23	10	1842	Right	1			Indian	Indian	34	1	S	65	0	E	L:L		
4804	AV04483	-34.033	L	64.783	L	29	10	1842	Right	1			Indian	Indian	34	2	S	64	47	E	L:L		
4805	AV04483	-33.900	L	64.667	L	1	11	1842	Right	1			Indian	Indian	33	54	S	64	40	E	L:L		
1160	AV04483	-33.967	L	64.717	L	2	11	1842	Right	1			Indian	Indian	33	58	S	64	43	E	L:L		
7457	AV04483	-26.517	L	47.750	L	24	12	1842	Sperm	2			Indian	Indian	26	31	S	47	45	E	L:L		
10738	AV04483	-25.933	L	48.233	L	9	2	1843	Sperm	1			Indian	Indian	25	56	S	48	14	E	L:L		
7459	AV04483	-26.700	L	47.700	L	15	2	1843	Sperm	1			Indian	Indian	26	42	S	47	42	E	L:L		
4180	AV04488	38.433	L	-62.583	L	8	11	1854	Sperm	1			Atlantic	North Atlantic	38	26	N	62	35	W	L:L		
374	AV04488	53.667	L	141.250	L	1	7	1855	Bowhead	1				North Pacific	53	40	N	141	15	E	L:L		prob bowhead, Missing Ocean -Townsend interpreted as Atlantic
15618	AV04488	54.000	I	137.500	I	18	8	1855	Bowhead	1				North Pacific							I:I	Shantar Bay	Missing Ocean -Townsend interpreted as Atlantic
15637	AV04488	54.000	I	137.500	I	24	8	1855	Bowhead	1				North Pacific							I:I	Shantar Bay	Missing Ocean -Townsend interpreted as Atlantic
1837	AV04488	54.300	L	149.633	L	3	9	1855	Bowhead	1	Brunswick			North Pacific	54	18	N	149	38	E	L:L		Missing Ocean -Townsend interpreted as Atlantic
2630	AV04488	51.600	L	155.033	L	14	9	1855	Right	1	Brunswick			North Pacific	51	36	N	155	2	E	L:L		Missing Ocean -Townsend interpreted as Atlantic
2264	AV04488	51.317	L	153.000	L	19	9	1855	Right	1				North Pacific	51	19	N	153	0	E	L:L		prob right,Missing Ocean -Townsend interpreted as Atlantic
1901	AV04488	50.800	L	153.000	L	25	9	1855	Right	1				North Pacific	50	48	N	153	0	E	L:L		found dead,Missing Ocean -Townsend interpreted as Atlantic
10748	AV04488	27.717	L	132.300	L	7	4	1856	Sperm	1				North Pacific	27	43	N	132	18	E	L:L		Missing Ocean -Townsend interpreted as Atlantic
1113	AV04488	58.867	L	156.600	L	6	7	1856	Bowhead	1				North Pacific	58	52	N	156	36	E	L:L		prob bowhead found dead,Missing Ocean -Townsend interpreted as Atlantic
1114	AV04488	59.500	L	158.000	L	20	7	1856	Bowhead	1				North Pacific	59	30	N	158	0	E	L:L		Missing Ocean -Townsend interpreted as Atlantic
1845	AV04488	59.500	L	158.000	L	21	7	1856	Bowhead	1				North Pacific	59	30	N	158	0	E	L:L		Missing Ocean -Townsend interpreted as Atlantic
1927	AV04488	59.500	L	158.000	L	30	7	1856	Bowhead	1				North Pacific	59	30	N	158	0	E	L:L		Missing Ocean -Townsend interpreted as Atlantic
14638	AV04488	0.000	I	0.000	I	13	9	1856	Bowhead	1				North Pacific							I:I	off Mercury Bay	Missing Ocean -Townsend interpreted as Atlantic
14627	AV04488	0.000	I	0.000	I	19	9	1856	Bowhead	1				North Pacific							I:I	off Mercury Bay	Missing Ocean -Townsend interpreted as Atlantic
14635	AV04488	0.000	I	0.000	I	27	9	1856	Bowhead	1				North Pacific							I:I	off Mercury Bay	Missing Ocean -Townsend interpreted as Atlantic
14009	AV04501	43.200	L	0.000	I	13	7	1760	Sperm	1	unknown		Atlantic	North Atlantic	43	12	N				L:I	Grand Banks (eastern edge)	taken in partnership with another vessel--name unascertained
